日期,开盘价,收盘价,最低价,最高价,成交量
2025-01-09,94.22,94.22,94.22,94.22,15000
2025-01-10,94.47,94.47,94.47,94.47,8
2025-01-13,94.47,94.47,94.47,94.47,10008
2025-01-14,94.47,94.47,94.47,94.47,0
2025-01-15,94.95,94.95,94.95,94.95,6595
2025-01-16,94.95,94.95,94.95,94.95,0
2025-01-17,94.95,94.95,94.95,94.95,17497
2025-01-20,94.05,93.85,93.85,94.05,50000
2025-01-21,93.35,93.35,93.35,93.35,5058
2025-01-22,93.35,93.35,93.35,93.35,0
2025-01-23,93.35,93.35,93.35,93.35,0
2025-01-24,93.43,93.43,93.43,93.43,725
2025-01-27,93.43,93.43,93.43,93.43,0
2025-02-05,93.43,93.43,93.43,93.43,0
2025-02-06,92.93,92.93,92.93,92.93,10000
2025-02-07,92.93,92.93,92.93,92.93,0
2025-02-10,92.93,92.93,92.93,92.93,0
2025-02-11,92.93,92.93,92.93,92.93,0
2025-02-12,92.93,92.22,92.00,92.93,40000
2025-02-13,92.34,92.34,92.34,92.34,8648
2025-02-14,92.09,91.14,90.97,92.09,61513
2025-02-17,91.14,91.14,91.14,91.14,0
2025-02-18,91.83,91.17,91.12,91.83,16733
2025-02-19,91.24,91.24,91.24,91.24,74000
2025-02-20,91.74,90.48,90.37,91.74,119594
2025-02-21,90.40,89.90,89.87,90.40,38906
2025-02-24,89.89,89.89,89.89,89.89,5000
2025-02-25,90.87,90.83,90.62,91.87,187174
2025-02-26,90.87,89.75,89.75,90.87,60050
2025-02-27,89.75,89.75,89.75,89.75,0
2025-02-28,89.62,89.56,89.37,89.62,173950
2025-03-03,89.81,89.81,89.81,89.81,1
2025-03-04,89.75,89.25,89.25,89.75,4000
2025-03-05,89.12,89.12,89.12,89.12,5000
2025-03-06,89.62,89.62,89.62,89.62,1300
2025-03-07,89.62,89.62,89.62,89.62,0
2025-03-10,88.87,88.87,88.87,88.87,566
2025-03-11,88.12,88.12,88.12,88.12,10000
2025-03-12,87.00,86.60,86.50,87.00,18596
2025-03-13,88.03,88.04,88.00,88.04,85091
2025-03-14,88.54,88.54,88.54,88.54,10000
2025-03-17,87.87,87.87,87.87,87.87,2423
2025-03-18,87.87,87.87,87.87,87.87,0
2025-03-19,87.87,87.87,87.87,87.87,0
2025-03-20,87.87,87.79,87.75,88.12,42050
2025-03-21,88.07,87.78,87.70,88.07,14545
2025-03-24,88.25,87.74,87.62,88.25,198009
2025-03-25,86.87,87.20,86.87,87.67,57123
2025-03-26,86.82,85.75,85.58,86.82,257821
2025-03-27,86.12,86.13,86.00,86.38,100487
2025-03-28,86.13,86.13,86.13,86.13,140500
2025-03-31,86.13,86.13,86.13,86.13,10000
2025-04-01,86.25,85.51,85.50,86.25,101100
2025-04-02,85.45,85.43,85.40,85.45,50000
2025-04-03,85.40,85.40,85.40,85.40,10000
2025-04-07,85.48,85.42,85.38,85.48,4600
2025-04-08,85.43,85.50,85.43,85.50,21083
2025-04-09,85.50,85.50,85.50,85.50,1000
2025-04-10,85.40,85.40,85.38,85.62,21000
2025-04-11,85.38,85.32,85.30,85.38,26700
2025-04-14,85.30,83.66,83.63,85.38,62649
2025-04-15,83.74,83.66,83.59,83.74,358650
2025-04-16,83.49,83.50,83.44,83.52,97789
2025-04-17,83.46,81.10,80.99,83.49,127284
2025-04-18,80.99,80.38,80.25,80.99,52500
2025-04-21,80.60,79.28,79.13,80.60,26000
2025-04-22,77.40,76.85,76.78,77.59,248357
2025-04-23,77.00,76.90,76.75,77.00,116510
2025-04-24,76.50,76.02,76.00,76.63,77778
2025-04-25,76.00,75.76,75.70,76.00,250500
2025-04-28,75.75,73.17,73.08,75.75,87000
2025-04-29,73.03,72.99,72.93,73.03,15543
2025-04-30,72.35,71.46,71.40,72.35,106250
2025-05-06,71.46,71.35,71.30,71.50,153746
2025-05-07,71.30,71.30,71.30,71.30,110500
2025-05-08,71.30,71.35,71.00,71.40,56194
2025-05-09,71.16,69.86,69.68,71.22,106011
2025-05-12,70.02,70.14,69.96,70.24,125608
2025-05-13,70.14,70.14,70.00,70.34,334151
2025-05-14,70.20,70.36,70.16,70.52,194565
2025-05-15,70.40,70.40,70.30,70.44,286041
2025-05-16,70.41,70.42,70.41,70.44,149700
2025-05-19,70.33,70.33,70.30,70.46,525553
2025-05-20,70.23,70.34,70.23,70.38,146796
2025-05-21,70.51,70.31,70.29,70.51,353315
2025-05-22,70.01,69.91,69.88,70.01,63600
2025-05-23,69.47,69.41,69.36,69.54,156358
2025-05-26,68.91,68.83,68.83,69.27,97516
2025-05-27,68.69,68.46,68.35,68.93,205848
2025-05-28,68.36,68.45,68.35,68.75,61029
2025-05-29,68.45,68.21,68.21,68.45,55000
2025-05-30,67.91,68.46,67.91,68.72,358520
2025-06-03,68.34,68.34,68.34,68.36,11782
2025-06-04,68.64,68.00,67.92,68.64,161987
2025-06-05,68.88,67.72,67.41,68.88,97940
2025-06-06,67.12,67.90,67.12,68.86,118612
2025-06-09,67.85,67.68,67.60,67.85,69212
2025-06-10,67.10,67.67,67.10,67.88,26716
2025-06-11,67.05,68.48,67.05,68.64,212487
2025-06-12,67.62,70.39,67.62,70.48,82000
2025-06-13,70.62,70.96,70.62,70.96,14500
2025-06-16,71.16,69.03,69.00,72.90,87148
2025-06-17,69.06,72.68,69.06,72.72,18021
2025-06-18,72.92,72.80,72.04,73.02,201000
2025-06-19,72.14,73.44,72.14,73.72,924340
2025-06-20,72.82,73.01,72.82,73.68,182898
2025-06-23,73.24,73.72,73.24,73.82,184052
2025-06-24,72.82,74.32,72.82,75.25,422395
2025-06-25,74.14,75.97,73.87,76.34,458825
2025-06-26,75.70,76.57,75.70,76.70,389066
2025-06-27,75.47,76.54,75.47,77.20,384460
2025-06-30,75.54,75.02,74.23,77.10,140694
2025-07-01,74.26,74.28,73.97,74.47,300910
2025-07-02,73.69,73.11,72.57,73.69,355000
2025-07-03,73.47,74.03,73.47,74.25,210735
2025-07-04,74.01,74.08,74.01,74.17,76812
2025-07-07,74.48,74.78,74.37,74.78,41000
2025-07-08,74.74,74.22,74.09,74.74,229000
